#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Item_info|condition|item_id|latinsqr_list|unique_id
#T_SP=webanno.custom.Ref_info|PersonalPronouns_detailed|ref_def|ref_function|ref_gender|ref_num
#T_SP=webanno.custom.Segment|complex|segment_type
#T_SP=webanno.custom.Sent_layer|feedback_id|item0_verb|item0_verbtype|openq_id|openq_type|sent_type
#T_SP=webanno.custom.Speaker_meta|age|gender|speaker_id
#T_SP=webanno.custom.Speaker_name|speaker_name
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=webanno.custom.Relations|discourse_rel|speechAct_rel|BT_webanno.custom.Segment


#Text=Na?
47-2	918-921	hat	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false[66]	Decl[66]	*[158]	*[158]	*[158]	*[158]	*[158]	input2[158]	20[247]	male[247]	lhu26mh95feeqso1qtacqboi3v[247]	speaker: YOU[336]	_	_	_	_	_	
47-3	922-926	ihre	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	*[38]|3[39]	*[38]|*[39]	DirObj[38]|*[39]	*[38]|*[39]	*[38]|singular[39]	false[66]	Decl[66]	*[158]	*[158]	*[158]	*[158]	*[158]	input2[158]	20[247]	male[247]	lhu26mh95feeqso1qtacqboi3v[247]	speaker: YOU[336]	*->5-1|*->11-3	DefNP[5]|PossePron[11]	_	_	_	
47-4	927-932	Angst	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	*[38]	*[38]	DirObj[38]	*[38]	*[38]	false[66]	Decl[66]	*[158]	*[158]	*[158]	*[158]	*[158]	input2[158]	20[247]	male[247]	lhu26mh95feeqso1qtacqboi3v[247]	speaker: YOU[336]	*->5-1	DefNP[5]	_	_	_	
47-5	933-936	vor	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false[66]	Decl[66]	*[158]	*[158]	*[158]	*[158]	*[158]	input2[158]	20[247]	male[247]	lhu26mh95feeqso1qtacqboi3v[247]	speaker: YOU[336]	*->5-1	DefNP[5]	_	_	_	
47-6	937-941	Blut	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	*	*	Subj	*	*	false[66]	Decl[66]	*[158]	*[158]	*[158]	*[158]	*[158]	input2[158]	20[247]	male[247]	lhu26mh95feeqso1qtacqboi3v[247]	speaker: YOU[336]	*->5-1|*->23-1	DefNP[5]|IndefNP[23]	_	_	_	
47-7	942-946	echt	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false[66]	Decl[66]	*[158]	*[158]	*[158]	*[158]	*[158]	input2[158]	20[247]	male[247]	lhu26mh95feeqso1qtacqboi3v[247]	speaker: YOU[336]	_	_	_	_	_	
47-8	947-958	überwunden.	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	false[66]	Decl[66]	*[158]	*[158]	*[158]	*[158]	*[158]	input2[158]	20[247]	male[247]	lhu26mh95feeqso1qtacqboi3v[247]	speaker: YOU[336]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
48-1	960-975	END_OF_DOCUMENT	GFailure[8]	spenden\_set1\_11[8]	latin1[8]	lhu26mh95feeqso1qtacqboi3v-spenden\_set1\_11[8]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
49-1	977-980	Na?	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	male	*	speaker:Tony	_	_	QAP	*	50-1[67_0]	

#Text=Clara hat Blut gespendet
50-1	982-987	Clara	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	*	*	Subj	*	*	false[67]	Decl[67]	*[159]	spenden[159]	transitive[159]	*[159]	*[159]	item0[159]	21[248]	male[248]	tc4i3rsgsa9bl8tesf4679lok2[248]	speaker: YOU[337]	*->14-1	PropNm[14]	explanation|CR	*|*	52-1[68_67]|51-1[0_67]	
50-2	988-991	hat	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	false[67]	Decl[67]	*[159]	spenden[159]	transitive[159]	*[159]	*[159]	item0[159]	21[248]	male[248]	tc4i3rsgsa9bl8tesf4679lok2[248]	speaker: YOU[337]	*->107-1	clause[107]	_	_	_	
50-3	992-996	Blut	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	*	*	object	*	*	false[67]	Decl[67]	*[159]	spenden[159]	transitive[159]	*[159]	*[159]	item0[159]	21[248]	male[248]	tc4i3rsgsa9bl8tesf4679lok2[248]	speaker: YOU[337]	*->107-1|*->38-1	clause[107]|IndefNP[38]	_	_	_	
50-4	997-1006	gespendet	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	false[67]	Decl[67]	*[159]	spenden[159]	transitive[159]	*[159]	*[159]	item0[159]	21[248]	male[248]	tc4i3rsgsa9bl8tesf4679lok2[248]	speaker: YOU[337]	*->107-1	clause[107]	_	_	_	

#Text=Was?
51-1	1008-1012	Was?	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	male	*	speaker:Tony	_	_	_	_	_	

#Text=Sie hat irgendwo Werbung dafür gesehen
52-1	1014-1017	Sie	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	3	*	Subj	*	singular	false[68]	Decl[68]	*[160]	*[160]	*[160]	*[160]	*[160]	input1[160]	21[249]	male[249]	tc4i3rsgsa9bl8tesf4679lok2[249]	speaker: YOU[338]	*->14-2	PerPron[14]	result	*	53-1[69_68]	
52-2	1018-1021	hat	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	false[68]	Decl[68]	*[160]	*[160]	*[160]	*[160]	*[160]	input1[160]	21[249]	male[249]	tc4i3rsgsa9bl8tesf4679lok2[249]	speaker: YOU[338]	_	_	_	_	_	
52-3	1022-1030	irgendwo	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	false[68]	Decl[68]	*[160]	*[160]	*[160]	*[160]	*[160]	input1[160]	21[249]	male[249]	tc4i3rsgsa9bl8tesf4679lok2[249]	speaker: YOU[338]	_	_	_	_	_	
52-4	1031-1038	Werbung	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	*	*	DirObj	*	*	false[68]	Decl[68]	*[160]	*[160]	*[160]	*[160]	*[160]	input1[160]	21[249]	male[249]	tc4i3rsgsa9bl8tesf4679lok2[249]	speaker: YOU[338]	*->37-1	IndefNP[37]	_	_	_	
52-5	1039-1044	dafür	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	*	*	IndirObj	*	*	false[68]	Decl[68]	*[160]	*[160]	*[160]	*[160]	*[160]	input1[160]	21[249]	male[249]	tc4i3rsgsa9bl8tesf4679lok2[249]	speaker: YOU[338]	*->37-1|*->107-2	IndefNP[37]|D-Pron[107]	_	_	_	
52-6	1045-1052	gesehen	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	false[68]	Decl[68]	*[160]	*[160]	*[160]	*[160]	*[160]	input1[160]	21[249]	male[249]	tc4i3rsgsa9bl8tesf4679lok2[249]	speaker: YOU[338]	_	_	_	_	_	

#Text=Und meinte dann das ist eine gute Sache das macht sie
53-1	1054-1057	Und	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	false[69]	Decl[69]	*[161]	*[161]	*[161]	*[161]	*[161]	input2[161]	21[250]	male[250]	tc4i3rsgsa9bl8tesf4679lok2[250]	speaker: YOU[339]	_	_	result	*	53-9[70_69]	
53-2	1058-1064	meinte	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	3	*	*	*	singular	false[69]	Decl[69]	*[161]	*[161]	*[161]	*[161]	*[161]	input2[161]	21[250]	male[250]	tc4i3rsgsa9bl8tesf4679lok2[250]	speaker: YOU[339]	*->14-3	zero[14]	_	_	_	
53-3	1065-1069	dann	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	false[69]	Decl[69]	*[161]	*[161]	*[161]	*[161]	*[161]	input2[161]	21[250]	male[250]	tc4i3rsgsa9bl8tesf4679lok2[250]	speaker: YOU[339]	_	_	_	_	_	
53-4	1070-1073	das	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	*	*	Subj	*	*	false[69]	Decl[69]	*[161]	*[161]	*[161]	*[161]	*[161]	input2[161]	21[250]	male[250]	tc4i3rsgsa9bl8tesf4679lok2[250]	speaker: YOU[339]	*->107-3	D-Pron[107]	_	_	_	
53-5	1074-1077	ist	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	false[69]	Decl[69]	*[161]	*[161]	*[161]	*[161]	*[161]	input2[161]	21[250]	male[250]	tc4i3rsgsa9bl8tesf4679lok2[250]	speaker: YOU[339]	_	_	_	_	_	
53-6	1078-1082	eine	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	*[40]	*[40]	DirObj[40]	*[40]	*[40]	false[69]	Decl[69]	*[161]	*[161]	*[161]	*[161]	*[161]	input2[161]	21[250]	male[250]	tc4i3rsgsa9bl8tesf4679lok2[250]	speaker: YOU[339]	_	_	_	_	_	
53-7	1083-1087	gute	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	*[40]	*[40]	DirObj[40]	*[40]	*[40]	false[69]	Decl[69]	*[161]	*[161]	*[161]	*[161]	*[161]	input2[161]	21[250]	male[250]	tc4i3rsgsa9bl8tesf4679lok2[250]	speaker: YOU[339]	_	_	_	_	_	
53-8	1088-1093	Sache	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	*[40]	*[40]	DirObj[40]	*[40]	*[40]	false[69]	Decl[69]	*[161]	*[161]	*[161]	*[161]	*[161]	input2[161]	21[250]	male[250]	tc4i3rsgsa9bl8tesf4679lok2[250]	speaker: YOU[339]	_	_	_	_	_	
53-9	1094-1097	das	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	*	*	DirObj	*	*	false[70]	Decl[70]	*[161]	*[161]	*[161]	*[161]	*[161]	input2[161]	21[250]	male[250]	tc4i3rsgsa9bl8tesf4679lok2[250]	speaker: YOU[339]	*->107-4	D-Pron[107]	_	_	_	
53-10	1098-1103	macht	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	false[70]	Decl[70]	*[161]	*[161]	*[161]	*[161]	*[161]	input2[161]	21[250]	male[250]	tc4i3rsgsa9bl8tesf4679lok2[250]	speaker: YOU[339]	_	_	_	_	_	
53-11	1104-1107	sie	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	3	*	Subj	*	singular	false[70]	Decl[70]	*[161]	*[161]	*[161]	*[161]	*[161]	input2[161]	21[250]	male[250]	tc4i3rsgsa9bl8tesf4679lok2[250]	speaker: YOU[339]	*->14-4	PerPron[14]	_	_	_	

#Text=END_OF_DOCUMENT
54-1	1109-1124	END_OF_DOCUMENT	GFailure[9]	spenden\_set1\_11[9]	latin1[9]	tc4i3rsgsa9bl8tesf4679lok2-spenden\_set1\_11[9]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
55-1	1126-1129	Na?	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	male	*	speaker:Tony	_	_	QAP	*	56-1[71_0]	

#Text=Clara hat Blut gespendet
56-1	1131-1136	Clara	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	*	*	Subj	*	*	false[71]	Decl[71]	*[162]	spenden[162]	transitive[162]	*[162]	*[162]	item0[162]	66[251]	male[251]	us0adlivem61c2bj5776kudbot[251]	speaker: YOU[340]	*->93-1	PropNm[93]	elaboration|elaboration|CR	*|*|*	58-1[72_71]|59-1[73_71]|57-1[0_71]	
56-2	1137-1140	hat	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	_	_	_	_	_	false[71]	Decl[71]	*[162]	spenden[162]	transitive[162]	*[162]	*[162]	item0[162]	66[251]	male[251]	us0adlivem61c2bj5776kudbot[251]	speaker: YOU[340]	*->109-1	clause[109]	_	_	_	
56-3	1141-1145	Blut	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	*	*	object	*	*	false[71]	Decl[71]	*[162]	spenden[162]	transitive[162]	*[162]	*[162]	item0[162]	66[251]	male[251]	us0adlivem61c2bj5776kudbot[251]	speaker: YOU[340]	*->109-1|*->12-1	clause[109]|IndefNP[12]	_	_	_	
56-4	1146-1155	gespendet	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	_	_	_	_	_	false[71]	Decl[71]	*[162]	spenden[162]	transitive[162]	*[162]	*[162]	item0[162]	66[251]	male[251]	us0adlivem61c2bj5776kudbot[251]	speaker: YOU[340]	*->109-1	clause[109]	_	_	_	

#Text=Was?
57-1	1157-1161	Was?	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	_	_	_	_	_	false	NA	was\_question\_3	*	*	*	*	feedback	*	male	*	speaker:Tony	_	_	_	_	_	

#Text=ja in der Uni Klinik
58-1	1163-1165	ja	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	_	_	_	_	_	false[72]	NA[72]	*[163]	*[163]	*[163]	*[163]	*[163]	input1[163]	66[252]	male[252]	us0adlivem61c2bj5776kudbot[252]	speaker: YOU[341]	_	_	_	_	_	
58-2	1166-1168	in	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	_	_	_	_	_	false[72]	NA[72]	*[163]	*[163]	*[163]	*[163]	*[163]	input1[163]	66[252]	male[252]	us0adlivem61c2bj5776kudbot[252]	speaker: YOU[341]	_	_	_	_	_	
58-3	1169-1172	der	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	*[41]	*[41]	PrepObj[41]	*[41]	*[41]	false[72]	NA[72]	*[163]	*[163]	*[163]	*[163]	*[163]	input1[163]	66[252]	male[252]	us0adlivem61c2bj5776kudbot[252]	speaker: YOU[341]	*->72-1	DefNP[72]	_	_	_	
58-4	1173-1176	Uni	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	*[41]	*[41]	PrepObj[41]	*[41]	*[41]	false[72]	NA[72]	*[163]	*[163]	*[163]	*[163]	*[163]	input1[163]	66[252]	male[252]	us0adlivem61c2bj5776kudbot[252]	speaker: YOU[341]	*->72-1	DefNP[72]	_	_	_	
58-5	1177-1183	Klinik	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	*[41]	*[41]	PrepObj[41]	*[41]	*[41]	false[72]	NA[72]	*[163]	*[163]	*[163]	*[163]	*[163]	input1[163]	66[252]	male[252]	us0adlivem61c2bj5776kudbot[252]	speaker: YOU[341]	*->72-1	DefNP[72]	_	_	_	

#Text=das macht sie öfters
59-1	1185-1188	das	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	_	_	_	_	_	false[73]	Decl[73]	*[164]	*[164]	*[164]	*[164]	*[164]	input2[164]	66[253]	male[253]	us0adlivem61c2bj5776kudbot[253]	speaker: YOU[342]	*->109-2	D-Pron[109]	_	_	_	
59-2	1189-1194	macht	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	_	_	_	_	_	false[73]	Decl[73]	*[164]	*[164]	*[164]	*[164]	*[164]	input2[164]	66[253]	male[253]	us0adlivem61c2bj5776kudbot[253]	speaker: YOU[342]	_	_	_	_	_	
59-3	1195-1198	sie	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	3	*	*	*	singular	false[73]	Decl[73]	*[164]	*[164]	*[164]	*[164]	*[164]	input2[164]	66[253]	male[253]	us0adlivem61c2bj5776kudbot[253]	speaker: YOU[342]	*->93-2	PerPron[93]	_	_	_	
59-4	1199-1205	öfters	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	_	_	_	_	_	false[73]	Decl[73]	*[164]	*[164]	*[164]	*[164]	*[164]	input2[164]	66[253]	male[253]	us0adlivem61c2bj5776kudbot[253]	speaker: YOU[342]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
60-1	1207-1222	END_OF_DOCUMENT	GFailure[10]	spenden\_set1\_11[10]	latin1[10]	us0adlivem61c2bj5776kudbot-spenden\_set1\_11[10]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
61-1	1224-1227	Na?	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	male	*	speaker:Tony	_	_	QAP	*	62-1[74_0]	

#Text=Clara hat Blut gespendet
62-1	1229-1234	Clara	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[74]	Decl[74]	*[165]	spenden[165]	transitive[165]	*[165]	*[165]	item0[165]	32[254]	female[254]	2em9nj6n4c2pjudl6n6hfpjc30[254]	speaker: YOU[343]	*->98-1	PropNm[98]	explanation|result|acknowledgement	*|*|*	64-1[75_74]|65-1[76_74]|63-1[0_74]	
62-2	1235-1238	hat	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[74]	Decl[74]	*[165]	spenden[165]	transitive[165]	*[165]	*[165]	item0[165]	32[254]	female[254]	2em9nj6n4c2pjudl6n6hfpjc30[254]	speaker: YOU[343]	_	_	_	_	_	
62-3	1239-1243	Blut	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[74]	Decl[74]	*[165]	spenden[165]	transitive[165]	*[165]	*[165]	item0[165]	32[254]	female[254]	2em9nj6n4c2pjudl6n6hfpjc30[254]	speaker: YOU[343]	*->52-1	IndefNP[52]	_	_	_	
62-4	1244-1253	gespendet	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[74]	Decl[74]	*[165]	spenden[165]	transitive[165]	*[165]	*[165]	item0[165]	32[254]	female[254]	2em9nj6n4c2pjudl6n6hfpjc30[254]	speaker: YOU[343]	_	_	_	_	_	

#Text=Krass!
63-1	1255-1261	Krass!	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false	NA	krass\_exclamation\_18	*	*	*	*	feedback	*	male	*	speaker:Tony	_	_	_	_	_	

#Text=Sie brauchte das Geld.
64-1	1263-1266	Sie	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	3	*	*	*	singular	false[75]	Decl[75]	*[166]	*[166]	*[166]	*[166]	*[166]	input1[166]	32[255]	female[255]	2em9nj6n4c2pjudl6n6hfpjc30[255]	speaker: YOU[344]	*->98-2	PerPron[98]	_	_	_	
64-2	1267-1275	brauchte	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[75]	Decl[75]	*[166]	*[166]	*[166]	*[166]	*[166]	input1[166]	32[255]	female[255]	2em9nj6n4c2pjudl6n6hfpjc30[255]	speaker: YOU[344]	_	_	_	_	_	
64-3	1276-1279	das	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[75]	Decl[75]	*[166]	*[166]	*[166]	*[166]	*[166]	input1[166]	32[255]	female[255]	2em9nj6n4c2pjudl6n6hfpjc30[255]	speaker: YOU[344]	*->30-1	DefNP[30]	_	_	_	
64-4	1280-1285	Geld.	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[75]	Decl[75]	*[166]	*[166]	*[166]	*[166]	*[166]	input1[166]	32[255]	female[255]	2em9nj6n4c2pjudl6n6hfpjc30[255]	speaker: YOU[344]	*->30-1	DefNP[30]	_	_	_	

#Text=Jetzt muss sie ne Weile warten bevor sie wieder spenden kann.
65-1	1287-1292	Jetzt	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[76]	Decl[76]	*[167]	*[167]	*[167]	*[167]	*[167]	input2[167]	32[256]	female[256]	2em9nj6n4c2pjudl6n6hfpjc30[256]	speaker: YOU[345]	_	_	_	_	_	
65-2	1293-1297	muss	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[76]	Decl[76]	*[167]	*[167]	*[167]	*[167]	*[167]	input2[167]	32[256]	female[256]	2em9nj6n4c2pjudl6n6hfpjc30[256]	speaker: YOU[345]	_	_	_	_	_	
65-3	1298-1301	sie	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	3	*	*	*	singular	false[76]	Decl[76]	*[167]	*[167]	*[167]	*[167]	*[167]	input2[167]	32[256]	female[256]	2em9nj6n4c2pjudl6n6hfpjc30[256]	speaker: YOU[345]	*->98-3	PerPron[98]	_	_	_	
65-4	1302-1304	ne	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[76]	Decl[76]	*[167]	*[167]	*[167]	*[167]	*[167]	input2[167]	32[256]	female[256]	2em9nj6n4c2pjudl6n6hfpjc30[256]	speaker: YOU[345]	*->28-1	IndefNP[28]	_	_	_	
65-5	1305-1310	Weile	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[76]	Decl[76]	*[167]	*[167]	*[167]	*[167]	*[167]	input2[167]	32[256]	female[256]	2em9nj6n4c2pjudl6n6hfpjc30[256]	speaker: YOU[345]	*->28-1	IndefNP[28]	_	_	_	
65-6	1311-1317	warten	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[76]	Decl[76]	*[167]	*[167]	*[167]	*[167]	*[167]	input2[167]	32[256]	female[256]	2em9nj6n4c2pjudl6n6hfpjc30[256]	speaker: YOU[345]	_	_	_	_	_	
65-7	1318-1323	bevor	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[76]	Decl[76]	*[167]	*[167]	*[167]	*[167]	*[167]	input2[167]	32[256]	female[256]	2em9nj6n4c2pjudl6n6hfpjc30[256]	speaker: YOU[345]	_	_	_	_	_	
65-8	1324-1327	sie	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	3	*	*	*	singular	false[76]	Decl[76]	*[167]	*[167]	*[167]	*[167]	*[167]	input2[167]	32[256]	female[256]	2em9nj6n4c2pjudl6n6hfpjc30[256]	speaker: YOU[345]	*->98-4	PerPron[98]	_	_	_	
65-9	1328-1334	wieder	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[76]	Decl[76]	*[167]	*[167]	*[167]	*[167]	*[167]	input2[167]	32[256]	female[256]	2em9nj6n4c2pjudl6n6hfpjc30[256]	speaker: YOU[345]	_	_	_	_	_	
65-10	1335-1342	spenden	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[76]	Decl[76]	*[167]	*[167]	*[167]	*[167]	*[167]	input2[167]	32[256]	female[256]	2em9nj6n4c2pjudl6n6hfpjc30[256]	speaker: YOU[345]	_	_	_	_	_	
65-11	1343-1348	kann.	GSuccess[11]	spenden\_set1\_11[11]	latin2[11]	2em9nj6n4c2pjudl6n6hfpjc30-spenden\_set1\_11[11]	_	_	_	_	_	false[76]	Decl[76]	*[167]	*[167]	*[167]	*[167]	*[167]	input2[167]	32[256]	female[256]	2em9nj6n4c2pjudl6n6hfpjc30[256]	speaker: YOU[345]	_	_	_	_	_	

