#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Item_info|condition|item_id|latinsqr_list|unique_id
#T_SP=webanno.custom.Ref_info|PersonalPronouns_detailed|ref_def|ref_function|ref_gender|ref_num
#T_SP=webanno.custom.Segment|complex|segment_type
#T_SP=webanno.custom.Sent_layer|feedback_id|item0_verb|item0_verbtype|openq_id|openq_type|sent_type
#T_SP=webanno.custom.Speaker_meta|age|gender|speaker_id
#T_SP=webanno.custom.Speaker_name|speaker_name
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType
#T_RL=webanno.custom.Relations|discourse_rel|speechAct_rel|BT_webanno.custom.Segment


#Text=Na?
41-4	840-845	Augen	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	*[43]	*[43]	DirObj[43]	*[43]	*[43]	false[102]	Decl[102]	*[192]	*[192]	*[192]	*[192]	*[192]	input2[192]	24[277]	male[277]	qaaqp55l485lvs9rdvpvbtmqal[277]	speaker: YOU[362]	*->39-1	DefNP[39]	_	_	_	
41-5	846-850	kaum	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	_	_	_	_	_	false[102]	Decl[102]	*[192]	*[192]	*[192]	*[192]	*[192]	input2[192]	24[277]	male[277]	qaaqp55l485lvs9rdvpvbtmqal[277]	speaker: YOU[362]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
42-1	852-867	END_OF_DOCUMENT	GFailure[7]	putzen\_set1\_1[7]	latin3[7]	qaaqp55l485lvs9rdvpvbtmqal-putzen\_set1\_1[7]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
43-1	869-872	Na?	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	female	*	speaker:Alexandra	_	_	QAP	*	44-1[103_0]	

#Text=Lena hat die Küche geputzt
44-1	874-878	Lena	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	*	*	Subj	*	*	false[103]	Decl[103]	*[193]	putzen[193]	transitive[193]	*[193]	*[193]	item0[193]	25[278]	female[278]	t6ah1r7hfmcncb44kgnh0sjmv6[278]	speaker: YOU[363]	*->69-1|*->35-1	clause[69]|PropNm[35]	elaboration|CR	*|*	46-1[104_103]|45-1[0_103]	
44-2	879-882	hat	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false[103]	Decl[103]	*[193]	putzen[193]	transitive[193]	*[193]	*[193]	item0[193]	25[278]	female[278]	t6ah1r7hfmcncb44kgnh0sjmv6[278]	speaker: YOU[363]	*->69-1	clause[69]	_	_	_	
44-3	883-886	die	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	*[45]	*[45]	object[45]	*[45]	*[45]	false[103]	Decl[103]	*[193]	putzen[193]	transitive[193]	*[193]	*[193]	item0[193]	25[278]	female[278]	t6ah1r7hfmcncb44kgnh0sjmv6[278]	speaker: YOU[363]	*->69-1|*->78-1	clause[69]|DefNP[78]	_	_	_	
44-4	887-892	Küche	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	*[45]	*[45]	object[45]	*[45]	*[45]	false[103]	Decl[103]	*[193]	putzen[193]	transitive[193]	*[193]	*[193]	item0[193]	25[278]	female[278]	t6ah1r7hfmcncb44kgnh0sjmv6[278]	speaker: YOU[363]	*->69-1|*->78-1	clause[69]|DefNP[78]	_	_	_	
44-5	893-900	geputzt	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false[103]	Decl[103]	*[193]	putzen[193]	transitive[193]	*[193]	*[193]	item0[193]	25[278]	female[278]	t6ah1r7hfmcncb44kgnh0sjmv6[278]	speaker: YOU[363]	*->69-1	clause[69]	_	_	_	

#Text=Hm?
45-1	902-905	Hm?	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	female	*	speaker:Alexandra	_	_	_	_	_	

#Text=Das ist doch was Besonderes!
46-1	907-910	Das	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	*	*	Subj	*	*	false[104]	Decl[104]	*[194]	*[194]	*[194]	*[194]	*[194]	input1[194]	25[279]	female[279]	t6ah1r7hfmcncb44kgnh0sjmv6[279]	speaker: YOU[364]	*->69-2	D-Pron[69]	explanation	*	47-1[105_104]	
46-2	911-914	ist	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false[104]	Decl[104]	*[194]	*[194]	*[194]	*[194]	*[194]	input1[194]	25[279]	female[279]	t6ah1r7hfmcncb44kgnh0sjmv6[279]	speaker: YOU[364]	_	_	_	_	_	
46-3	915-919	doch	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false[104]	Decl[104]	*[194]	*[194]	*[194]	*[194]	*[194]	input1[194]	25[279]	female[279]	t6ah1r7hfmcncb44kgnh0sjmv6[279]	speaker: YOU[364]	_	_	_	_	_	
46-4	920-923	was	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false[104]	Decl[104]	*[194]	*[194]	*[194]	*[194]	*[194]	input1[194]	25[279]	female[279]	t6ah1r7hfmcncb44kgnh0sjmv6[279]	speaker: YOU[364]	_	_	_	_	_	
46-5	924-935	Besonderes!	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false[104]	Decl[104]	*[194]	*[194]	*[194]	*[194]	*[194]	input1[194]	25[279]	female[279]	t6ah1r7hfmcncb44kgnh0sjmv6[279]	speaker: YOU[364]	_	_	_	_	_	

#Text=Sonst macht sie nie irgendwas im Haushalt
47-1	937-942	Sonst	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false[105]	Decl[105]	*[195]	*[195]	*[195]	*[195]	*[195]	input2[195]	25[280]	female[280]	t6ah1r7hfmcncb44kgnh0sjmv6[280]	speaker: YOU[365]	_	_	_	_	_	
47-2	943-948	macht	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false[105]	Decl[105]	*[195]	*[195]	*[195]	*[195]	*[195]	input2[195]	25[280]	female[280]	t6ah1r7hfmcncb44kgnh0sjmv6[280]	speaker: YOU[365]	_	_	_	_	_	
47-3	949-952	sie	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	3	*	Subj	*	singular	false[105]	Decl[105]	*[195]	*[195]	*[195]	*[195]	*[195]	input2[195]	25[280]	female[280]	t6ah1r7hfmcncb44kgnh0sjmv6[280]	speaker: YOU[365]	*->35-2	PerPron[35]	_	_	_	
47-4	953-956	nie	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false[105]	Decl[105]	*[195]	*[195]	*[195]	*[195]	*[195]	input2[195]	25[280]	female[280]	t6ah1r7hfmcncb44kgnh0sjmv6[280]	speaker: YOU[365]	_	_	_	_	_	
47-5	957-966	irgendwas	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false[105]	Decl[105]	*[195]	*[195]	*[195]	*[195]	*[195]	input2[195]	25[280]	female[280]	t6ah1r7hfmcncb44kgnh0sjmv6[280]	speaker: YOU[365]	_	_	_	_	_	
47-6	967-969	im	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	false[105]	Decl[105]	*[195]	*[195]	*[195]	*[195]	*[195]	input2[195]	25[280]	female[280]	t6ah1r7hfmcncb44kgnh0sjmv6[280]	speaker: YOU[365]	*->96-1	DefNP[96]	_	_	_	
47-7	970-978	Haushalt	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	*	*	PrepObj	*	*	false[105]	Decl[105]	*[195]	*[195]	*[195]	*[195]	*[195]	input2[195]	25[280]	female[280]	t6ah1r7hfmcncb44kgnh0sjmv6[280]	speaker: YOU[365]	*->96-1	DefNP[96]	_	_	_	

#Text=END_OF_DOCUMENT
48-1	980-995	END_OF_DOCUMENT	GFailure[8]	putzen\_set1\_1[8]	latin3[8]	t6ah1r7hfmcncb44kgnh0sjmv6-putzen\_set1\_1[8]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
49-1	997-1000	Na?	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	female	*	speaker:Alexandra	_	_	QAP	*	50-1[106_0]	

#Text=Lena hat die Küche geputzt
50-1	1002-1006	Lena	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	*	*	Subj	*	*	false[106]	Decl[106]	*[196]	putzen[196]	transitive[196]	*[196]	*[196]	item0[196]	29[281]	female[281]	ue2vk0ts1hkpki58vsa3j8t39j[281]	speaker: YOU[366]	*->106-1	PropNm[106]	explanation|CR	*|*	52-1[107_106]|51-1[0_106]	
50-2	1007-1010	hat	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false[106]	Decl[106]	*[196]	putzen[196]	transitive[196]	*[196]	*[196]	item0[196]	29[281]	female[281]	ue2vk0ts1hkpki58vsa3j8t39j[281]	speaker: YOU[366]	_	_	_	_	_	
50-3	1011-1014	die	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	*[46]	*[46]	object[46]	*[46]	*[46]	false[106]	Decl[106]	*[196]	putzen[196]	transitive[196]	*[196]	*[196]	item0[196]	29[281]	female[281]	ue2vk0ts1hkpki58vsa3j8t39j[281]	speaker: YOU[366]	*->17-1	DefNP[17]	_	_	_	
50-4	1015-1020	Küche	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	*[46]	*[46]	object[46]	*[46]	*[46]	false[106]	Decl[106]	*[196]	putzen[196]	transitive[196]	*[196]	*[196]	item0[196]	29[281]	female[281]	ue2vk0ts1hkpki58vsa3j8t39j[281]	speaker: YOU[366]	*->17-1	DefNP[17]	_	_	_	
50-5	1021-1028	geputzt	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false[106]	Decl[106]	*[196]	putzen[196]	transitive[196]	*[196]	*[196]	item0[196]	29[281]	female[281]	ue2vk0ts1hkpki58vsa3j8t39j[281]	speaker: YOU[366]	_	_	_	_	_	

#Text=Hm?
51-1	1030-1033	Hm?	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	female	*	speaker:Alexandra	_	_	_	_	_	

#Text=Ihr Freund kommt sie später besuchen.
52-1	1035-1038	Ihr	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	*[47]|3[48]	*[47]|*[48]	Subj[47]|*[48]	*[47]|*[48]	*[47]|singular[48]	false[107]	Decl[107]	*[197]	*[197]	*[197]	*[197]	*[197]	input1[197]	29[282]	female[282]	ue2vk0ts1hkpki58vsa3j8t39j[282]	speaker: YOU[367]	*->108-1|*->106-2	DefNP[108]|PossePron[106]	result	*	53-1[108_107]	
52-2	1039-1045	Freund	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	*[47]	*[47]	Subj[47]	*[47]	*[47]	false[107]	Decl[107]	*[197]	*[197]	*[197]	*[197]	*[197]	input1[197]	29[282]	female[282]	ue2vk0ts1hkpki58vsa3j8t39j[282]	speaker: YOU[367]	*->108-1	DefNP[108]	_	_	_	
52-3	1046-1051	kommt	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false[107]	Decl[107]	*[197]	*[197]	*[197]	*[197]	*[197]	input1[197]	29[282]	female[282]	ue2vk0ts1hkpki58vsa3j8t39j[282]	speaker: YOU[367]	_	_	_	_	_	
52-4	1052-1055	sie	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	3	*	DirObj	*	singular	false[107]	Decl[107]	*[197]	*[197]	*[197]	*[197]	*[197]	input1[197]	29[282]	female[282]	ue2vk0ts1hkpki58vsa3j8t39j[282]	speaker: YOU[367]	*->106-3	PerPron[106]	_	_	_	
52-5	1056-1062	später	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false[107]	Decl[107]	*[197]	*[197]	*[197]	*[197]	*[197]	input1[197]	29[282]	female[282]	ue2vk0ts1hkpki58vsa3j8t39j[282]	speaker: YOU[367]	_	_	_	_	_	
52-6	1063-1072	besuchen.	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false[107]	Decl[107]	*[197]	*[197]	*[197]	*[197]	*[197]	input1[197]	29[282]	female[282]	ue2vk0ts1hkpki58vsa3j8t39j[282]	speaker: YOU[367]	_	_	_	_	_	

#Text=Sie hat vor Aufregung angefangen zu putzen.
53-1	1074-1077	Sie	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	3	*	Subj	*	singular	false[108]	Decl[108]	*[198]	*[198]	*[198]	*[198]	*[198]	input2[198]	29[283]	female[283]	ue2vk0ts1hkpki58vsa3j8t39j[283]	speaker: YOU[368]	*->106-4	PerPron[106]	_	_	_	
53-2	1078-1081	hat	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false[108]	Decl[108]	*[198]	*[198]	*[198]	*[198]	*[198]	input2[198]	29[283]	female[283]	ue2vk0ts1hkpki58vsa3j8t39j[283]	speaker: YOU[368]	_	_	_	_	_	
53-3	1082-1085	vor	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false[108]	Decl[108]	*[198]	*[198]	*[198]	*[198]	*[198]	input2[198]	29[283]	female[283]	ue2vk0ts1hkpki58vsa3j8t39j[283]	speaker: YOU[368]	_	_	_	_	_	
53-4	1086-1095	Aufregung	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	*	*	PrepObj	*	*	false[108]	Decl[108]	*[198]	*[198]	*[198]	*[198]	*[198]	input2[198]	29[283]	female[283]	ue2vk0ts1hkpki58vsa3j8t39j[283]	speaker: YOU[368]	*->14-1	IndefNP[14]	_	_	_	
53-5	1096-1106	angefangen	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false[108]	Decl[108]	*[198]	*[198]	*[198]	*[198]	*[198]	input2[198]	29[283]	female[283]	ue2vk0ts1hkpki58vsa3j8t39j[283]	speaker: YOU[368]	_	_	_	_	_	
53-6	1107-1109	zu	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false[108]	Decl[108]	*[198]	*[198]	*[198]	*[198]	*[198]	input2[198]	29[283]	female[283]	ue2vk0ts1hkpki58vsa3j8t39j[283]	speaker: YOU[368]	_	_	_	_	_	
53-7	1110-1117	putzen.	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	false[108]	Decl[108]	*[198]	*[198]	*[198]	*[198]	*[198]	input2[198]	29[283]	female[283]	ue2vk0ts1hkpki58vsa3j8t39j[283]	speaker: YOU[368]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
54-1	1119-1134	END_OF_DOCUMENT	GFailure[9]	putzen\_set1\_1[9]	latin3[9]	ue2vk0ts1hkpki58vsa3j8t39j-putzen\_set1\_1[9]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
55-1	1136-1139	Na?	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	female	*	speaker:Alexandra	_	_	QAP	*	56-1[109_0]	

#Text=Lena hat die Küche geputzt
56-1	1141-1145	Lena	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	*	*	Subj	*	*	false[109]	Decl[109]	*[199]	putzen[199]	transitive[199]	*[199]	*[199]	item0[199]	58[284]	male[284]	v3le8i0hm1ekj0ps9oou7k56t5[284]	speaker: YOU[369]	*->103-1	PropNm[103]	elaboration|elaboration|CR	*|*|*	58-1[0_109]|59-1[111_109]|57-1[0_109]	
56-2	1146-1149	hat	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	_	_	_	_	_	false[109]	Decl[109]	*[199]	putzen[199]	transitive[199]	*[199]	*[199]	item0[199]	58[284]	male[284]	v3le8i0hm1ekj0ps9oou7k56t5[284]	speaker: YOU[369]	*->61-1	clause[61]	_	_	_	
56-3	1150-1153	die	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	*[49]	*[49]	object[49]	*[49]	*[49]	false[109]	Decl[109]	*[199]	putzen[199]	transitive[199]	*[199]	*[199]	item0[199]	58[284]	male[284]	v3le8i0hm1ekj0ps9oou7k56t5[284]	speaker: YOU[369]	*->61-1|*->43-1	clause[61]|DefNP[43]	_	_	_	
56-4	1154-1159	Küche	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	*[49]	*[49]	object[49]	*[49]	*[49]	false[109]	Decl[109]	*[199]	putzen[199]	transitive[199]	*[199]	*[199]	item0[199]	58[284]	male[284]	v3le8i0hm1ekj0ps9oou7k56t5[284]	speaker: YOU[369]	*->61-1|*->43-1	clause[61]|DefNP[43]	_	_	_	
56-5	1160-1167	geputzt	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	_	_	_	_	_	false[109]	Decl[109]	*[199]	putzen[199]	transitive[199]	*[199]	*[199]	item0[199]	58[284]	male[284]	v3le8i0hm1ekj0ps9oou7k56t5[284]	speaker: YOU[369]	*->61-1	clause[61]	_	_	_	

#Text=Hm?
57-1	1169-1172	Hm?	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	_	_	_	_	_	false	NA	hm\_question\_4	*	*	*	*	feedback	*	female	*	speaker:Alexandra	_	_	_	_	_	

#Text=lena <BR> die putzhilfe
58-1	1174-1178	lena	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	*[50]	*[50]	Subj[50]	*[50]	*[50]	false	NA	*[200]	*[200]	*[200]	*[200]	*[200]	input1[200]	58[285]	male[285]	v3le8i0hm1ekj0ps9oou7k56t5[285]	speaker: YOU[370]	*->103-2	PropNm[103]	elaboration	*	58-3[110_0]	
58-2	1179-1183	<BR>	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	*[50]	*[50]	Subj[50]	*[50]	*[50]	_	_	*[200]	*[200]	*[200]	*[200]	*[200]	input1[200]	58[285]	male[285]	v3le8i0hm1ekj0ps9oou7k56t5[285]	speaker: YOU[370]	_	_	_	_	_	
58-3	1184-1187	die	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	*[50]	*[50]	Subj[50]	*[50]	*[50]	false[110]	NA[110]	*[200]	*[200]	*[200]	*[200]	*[200]	input1[200]	58[285]	male[285]	v3le8i0hm1ekj0ps9oou7k56t5[285]	speaker: YOU[370]	*->103-3	DefNP[103]	_	_	_	
58-4	1188-1197	putzhilfe	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	*[50]	*[50]	Subj[50]	*[50]	*[50]	false[110]	NA[110]	*[200]	*[200]	*[200]	*[200]	*[200]	input1[200]	58[285]	male[285]	v3le8i0hm1ekj0ps9oou7k56t5[285]	speaker: YOU[370]	*->103-3	DefNP[103]	_	_	_	

#Text=macht das richtig gut
59-1	1199-1204	macht	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	3	*	*	*	singular	false[111]	Decl[111]	*[201]	*[201]	*[201]	*[201]	*[201]	input2[201]	58[286]	male[286]	v3le8i0hm1ekj0ps9oou7k56t5[286]	speaker: YOU[371]	*->103-4	zero[103]	_	_	_	
59-2	1205-1208	das	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	*	*	DirObj	*	*	false[111]	Decl[111]	*[201]	*[201]	*[201]	*[201]	*[201]	input2[201]	58[286]	male[286]	v3le8i0hm1ekj0ps9oou7k56t5[286]	speaker: YOU[371]	*->61-2	D-Pron[61]	_	_	_	
59-3	1209-1216	richtig	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	_	_	_	_	_	false[111]	Decl[111]	*[201]	*[201]	*[201]	*[201]	*[201]	input2[201]	58[286]	male[286]	v3le8i0hm1ekj0ps9oou7k56t5[286]	speaker: YOU[371]	_	_	_	_	_	
59-4	1217-1220	gut	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	_	_	_	_	_	false[111]	Decl[111]	*[201]	*[201]	*[201]	*[201]	*[201]	input2[201]	58[286]	male[286]	v3le8i0hm1ekj0ps9oou7k56t5[286]	speaker: YOU[371]	_	_	_	_	_	

#Text=END_OF_DOCUMENT
60-1	1222-1237	END_OF_DOCUMENT	GFailure[10]	putzen\_set1\_1[10]	latin3[10]	v3le8i0hm1ekj0ps9oou7k56t5-putzen\_set1\_1[10]	_	_	_	_	_	_	_	*	*	*	*	*	end	*	*	*	*	_	_	_	_	_	

#Text=Na?
61-1	1239-1242	Na?	GSuccess[11]	putzen\_set1\_1[11]	latin1[11]	2k56uavscuainedj0q9i1sb693-putzen\_set1\_1[11]	_	_	_	_	_	false	Int	*	*	*	gen\_1	general\_question	openq	*	female	*	speaker:Alexandra	_	_	QAP	*	62-1[112_0]	

#Text=Lena hat die Küche geputzt
62-1	1244-1248	Lena	GSuccess[11]	putzen\_set1\_1[11]	latin1[11]	2k56uavscuainedj0q9i1sb693-putzen\_set1\_1[11]	*	*	Subj	*	*	false[112]	Decl[112]	*[202]	putzen[202]	transitive[202]	*[202]	*[202]	item0[202]	35[287]	female[287]	2k56uavscuainedj0q9i1sb693[287]	speaker: YOU[372]	*->94-1|*->82-1	clause[94]|PropNm[82]	elaboration|acknowledgement	*|*	64-1[0_112]|63-1[0_112]	
62-2	1249-1252	hat	GSuccess[11]	putzen\_set1\_1[11]	latin1[11]	2k56uavscuainedj0q9i1sb693-putzen\_set1\_1[11]	_	_	_	_	_	false[112]	Decl[112]	*[202]	putzen[202]	transitive[202]	*[202]	*[202]	item0[202]	35[287]	female[287]	2k56uavscuainedj0q9i1sb693[287]	speaker: YOU[372]	*->94-1	clause[94]	_	_	_	
62-3	1253-1256	die	GSuccess[11]	putzen\_set1\_1[11]	latin1[11]	2k56uavscuainedj0q9i1sb693-putzen\_set1\_1[11]	*[51]	*[51]	object[51]	*[51]	*[51]	false[112]	Decl[112]	*[202]	putzen[202]	transitive[202]	*[202]	*[202]	item0[202]	35[287]	female[287]	2k56uavscuainedj0q9i1sb693[287]	speaker: YOU[372]	*->94-1|*->91-1	clause[94]|DefNP[91]	_	_	_	
62-4	1257-1262	Küche	GSuccess[11]	putzen\_set1\_1[11]	latin1[11]	2k56uavscuainedj0q9i1sb693-putzen\_set1\_1[11]	*[51]	*[51]	object[51]	*[51]	*[51]	false[112]	Decl[112]	*[202]	putzen[202]	transitive[202]	*[202]	*[202]	item0[202]	35[287]	female[287]	2k56uavscuainedj0q9i1sb693[287]	speaker: YOU[372]	*->94-1|*->91-1	clause[94]|DefNP[91]	_	_	_	
62-5	1263-1270	geputzt	GSuccess[11]	putzen\_set1\_1[11]	latin1[11]	2k56uavscuainedj0q9i1sb693-putzen\_set1\_1[11]	_	_	_	_	_	false[112]	Decl[112]	*[202]	putzen[202]	transitive[202]	*[202]	*[202]	item0[202]	35[287]	female[287]	2k56uavscuainedj0q9i1sb693[287]	speaker: YOU[372]	*->94-1	clause[94]	_	_	_	

#Text=Krass!
63-1	1272-1278	Krass!	GSuccess[11]	putzen\_set1\_1[11]	latin1[11]	2k56uavscuainedj0q9i1sb693-putzen\_set1\_1[11]	_	_	_	_	_	false	NA	krass\_exclamation\_18	*	*	*	*	feedback	*	female	*	speaker:Alexandra	_	_	_	_	_	

#Text=Endlich.
